Id,course,RaceDate,RaceTime,Race,Type,Class,AgeLimit,runners,Distance,Yards,going,Limit,WinTime,Seconds,speed,others,pos1,position,TotalBtn,Unnamed: 20,distance,CardNo,horsename,Draw,price,Age,Stone,Lbs,WeightLBS,Favs,Aid,Trainer,Jockey,Allow,OR,Comments,Form,Days,CDB,Odds,Decimal,previous_position,days-since,difficulty
44581105,Ludlow,44581,0.625,G.C.Rickards Ltd Mares' Handicap Hurdle,h,3,4YO plus,7,2m 7f 174y,5234,Soft (Good to Soft in places),125,5m 59.30s,359.3,14.56721403,14.57,2,2,0.15,0,0.3,3,Terresita,,2.25,5,10,8,148,2Fav,,Mrs L Wadham,Corey McGivern,10,112,"tracked leaders, went 2nd 4th until 6th, led 3 out, mistake last, hung right and ridden flat, headed towards finish",141,19,D,45391,2.25,1,19,26
44582125,Dundalk (IRE),44582,0.697916667,Follow Us On Twitter @DundalkStadium Handicap (Div 1),,,4YO plus,14,1m,1760,Standard (AW - Polytrack),65,1m 38.80s,98.8,17.81376518,17.73,4,4,3.5,4,7,1,Adapt To Dan,3,3,6,10,1,141,Fav,b,Mark Fahey,D E Sheehy,3,67,"chased leaders, 4th halfway, closer 2f out, ridden to challenge 1 1/2f out, soon disputed, narrow lead under 1f out, headed final 100 yards, no extra close home",70564-1,7,CD,45331,4.5,1,7,65
44582121,Southwell,44582,0.642361111,Betway Handicap,,4,4YO plus,7,6f 16y,1336,Standard / Slow (AW),80,1m 15.81s,75.81,17.62300488,17.51,3,3,3.75,4,7.5,1,Airshow,3,2.25,7,9,10,136,2Fav,p,B R Millman,R Coakley,,83,"led, ridden and joined over 1f out, headed entering final furlong, no extra",1242-11,5,CD,45331,4.5,1,5,38
44582130,Dundalk (IRE),44582,0.802083333,Join Us On Instagram @dundalk_stadium Handicap,,,3YO plus,14,6f,1320,Standard (AW - Polytrack),,1m 11.80s,71.8,18.38440111,18.38,1,1,0,0,0,4,Ajax Tavern,14,10,5,9,6,132,,p,J McAuley,Sam Ewing,5,82,"soon disputed, led after 1f, ridden 2f out, kept on well under pressure from over 1f out",40901-1,16,C,45337,7.5,1,16,65
44582122,Southwell,44582,0.663194444,Play Coral Racing-Super-Series For Free Handicap,,6,3YO only,12,6f 16y,1336,Standard / Slow (AW),55,1m 17.95s,77.95,17.13919179,17.08,3,3,2,2,4,3,Arlecchinos Gift,10,2.75,3,9,7,133,Fav,p,M D I Usher,Daniel Muscutt,,55,"wide and headway to join leader over 4f out, led 3f out, ridden and headed inside final furlong, lost 2nd close home",55987-1,17,D,45329,3.5,1,17,38
44582113,Newcastle,44582,0.770833333,Betway Classified Stakes,,6,4YO plus,13,6f,1320,Standard / Slow (AW - Tapeta),50,1m 16.74s,76.74,17.20093823,17.2,1,1,0,0,0,1,Atrafan,5,5,8,9,2,128,,p,A D Brown,D Swift,,50,"chased leader, led approaching halfway, ridden over 1f out, all out",28007-1,17,CD,45295,4,1,17,60
44582119,Southwell,44582,0.59375,MansionBet Beaten By A Head Handicap (Div 2),,6,4YO plus,11,1m 13y,1773,Standard / Slow (AW),55,1m 44.87s,104.87,16.90664632,16.91,1,1,0,0,0,10,Back From Dubai,11,1.5,5,9,7,133,Fav,,S R Bowring,R Winston,,55,"keen early, tracked leaders, went 2nd over 4f out, led over 2f out, ridden out",96867-11,2,CD,45299,8,1,2,38
44582105,Lingfield,44582,0.625,weatherbys nhstallions.co.uk Novices' Chase (GBB Race),c,2,5YO plus,6,2m 7f 110y,5170,Heavy,,6m 25.00s,385,13.42857143,13.24,4,4,42.05,42,84.1,1,Broken Halo,,2.25,7,11,7,161,Fav,t,P F Nicholls,H Cobden,,137,"chased leaders on inside, lost place briefly 9th, went modest 3rd turning in, weakened into 4th run-in, no chance with leading duo",P13-P31,20,,45393,2.75,1,20,63
44582130,Dundalk (IRE),44582,0.802083333,Join Us On Instagram @dundalk_stadium Handicap,,,3YO plus,14,6f,1320,Standard (AW - Polytrack),,1m 11.80s,71.8,18.38440111,18.28,6,6,3.2,3,6.4,3,Brushwork,6,4,6,10,1,141,JFav,,J F Levins,D W OConnor,,86,"disputed early, chased leaders after 1f, 3rd halfway, ridden 2f out, no impression over 1f out, kept on one pace",00023-1,16,D C,45295,4,1,16,65
44582107,Lingfield,44582,0.672222222,Winter Million Handicap Chase,c,3,5YO plus,10,2m 4f,4400,Heavy,135,5m 22.30s,322.3,13.65187713,13.63,2,2,4.5,5,9,10,Chambard (FR),,7.5,10,10,3,143,,,Miss V Williams,Miss L M Turner,7,119,"raced wide, held up, headway chasing leaders 9th, went 2nd bypassing omitted 4 out, hit next, stayed on same pace, no chance with winner",5/P466-1,20,D,45329,3.5,1,20,63
44582117,Southwell,44582,0.548611111,#betyourway At Betway Handicap,,6,4YO plus,14,1m 3f 23y,2443,Standard / Slow (AW),55,2m 29.86s,149.86,16.30188176,15.95,10,10,24.75,25,49.5,1,Dubai Emperor,2,1.5,4,9,8,134,Fav,,D M Simcock,S Donohoe,,58,"in touch, headway 3f out, ridden and weakened over 1f out",67465-1,8,,45293,2,1,8,38
44582110,Newcastle,44582,0.708333333,MansionBet Beaten By A Head Handicap,,3,4YO plus,4,7f 14y,1554,Standard / Slow (AW - Tapeta),95,1m 31.52s,91.52,16.9798951,16.86,2,2,5,5,10,3,Dutch Decoy,3,5.5,5,9,4,130,,,C & M Johnston,J Fanning,,81,"tracked leader, led over 1f out, soon headed, not pace of winner",83437-1,15,CD,45294,3,1,15,60
44582118,Southwell,44582,0.569444444,MansionBet Beaten By A Head Handicap (Div 1),,6,4YO plus,12,1m 13y,1773,Standard / Slow (AW),55,1m 44.96s,104.96,16.89214939,16.76,4,4,6.15,6,12.3,1,Dynakite,11,1.75,4,9,8,134,Fav,,Robyn Brisland,Harry Burns,5,61,"in rear, pushed along over 2f out, headway over 1f out, stayed on final furlong, nearest finish",33404-1,9,D,45331,4.5,1,9,38
44582114,Newcastle,44582,0.791666667,Betway Apprentice Handicap,,4,4YO plus,8,6f,1320,Standard / Slow (AW - Tapeta),85,1m 15.75s,75.75,17.42574257,17.33,6,6,3,3,6,2,Global Warning,2,2.75,6,9,3,129,Fav,,C A Dwyer,Oisin McSweeney,3,82,"chased leaders far side of group, ridden disputing 2nd inside final furlong, weakened soon after",66972-1,18,CD,45294,3,1,18,60
44582121,Southwell,44582,0.642361111,Betway Handicap,,4,4YO plus,7,6f 16y,1336,Standard / Slow (AW),80,1m 15.81s,75.81,17.62300488,17.2,7,7,14.15,14,28.3,6,Inevitable Outcome,1,5.5,5,9,2,128,,,David Loughnane,Laura Pearson,3,78,"tracked leaders, pushed along over 2f out, ridden and weakened entering final furlong",48158-1,14,D,45393,2.75,1,14,38
44582113,Newcastle,44582,0.770833333,Betway Classified Stakes,,6,4YO plus,13,6f,1320,Standard / Slow (AW - Tapeta),50,1m 16.74s,76.74,17.20093823,16.9,10,10,10.35,10,20.7,4,Khulu,7,3.5,6,9,2,128,2Fav,,D Thompson,Aled Beech,5,48,never closer than mid-division,99441-1,2,,45333,5.5,1,2,60
44582103,Lingfield,44582,0.576388889,racehorselotto.com Handicap Chase (GBB Race),c,2,5YO plus,7,2m,3520,Heavy,145,4m 10.00s,250,14.08,13.94,3,3,19,19,38,6,Le Ligerien (FR),,4,9,10,2,142,J2Fav,t,P J Hobbs,Ben Jones,,117,"chased leaders, ridden and one pace in 3rd before 3 out, no chance with leading duo",28-4181,15,D,45296,5,1,15,63
44582125,Dundalk (IRE),44582,0.697916667,Follow Us On Twitter @DundalkStadium Handicap (Div 1),,,4YO plus,14,1m,1760,Standard (AW - Polytrack),65,1m 38.80s,98.8,17.81376518,17.74,3,3,3,3,6,9,Maccliff,2,12,6,8,6,118,,,Gerard Hussey,J Kearney,10,51,"led and disputed, ridden 2f out, narrowly headed under 1f out, kept on, no extra closing stages",00499-1,14,CD,45299,8,1,14,65
44582101,Lingfield,44582,0.534722222,Winter Million Mares' Novices' Hurdle (GBB Race),h,2,4YO plus,7,2m,3520,Heavy,,4m 9.70s,249.7,14.0969163,14.05,3,3,6.75,7,13.5,5,Mayhem Mya,,10,5,11,5,159,,,Chris Honour,David Noonan,,,"raced keenly, chased leaders on inside, 3rd and one pace from 2 out",113-441,4,D,45298,7,1,4,63
44582130,Dundalk (IRE),44582,0.802083333,Join Us On Instagram @dundalk_stadium Handicap,,,3YO plus,14,6f,1320,Standard (AW - Polytrack),,1m 11.80s,71.8,18.38440111,18.23,10,10,4.65,5,9.3,6,Moshammer,15,4,4,9,4,130,JFav,t,J McAuley,D McMonagle,3,78,"prominent on outer, chased leader after 1f, 2nd halfway, ridden over 2f out, no extra over 1f out, weakened final furlong",452-1,14,CD,45331,4.5,1,14,65
44582125,Dundalk (IRE),44582,0.697916667,Follow Us On Twitter @DundalkStadium Handicap (Div 1),,,4YO plus,14,1m,1760,Standard (AW - Polytrack),65,1m 38.80s,98.8,17.81376518,17.69,7,7,5,5,10,7,Phillys Hope,5,11,5,8,8,120,,p,T G McCourt,J J G Ryan,10,53,"held up towards rear, ridden to close 2f out, switched left 1 1/2f out, 5th 1f out, no extra inside final furlong, kept on same pace",1455-41,7,CD,45297,6,1,7,65
44582108,Newcastle,44582,0.666666667,Play 4 To Score At Betway Handicap,,4,4YO plus,3,1m 4f 98y,2738,Standard / Slow (AW - Tapeta),85,2m 47.03s,167.03,16.39226486,16.36,2,2,2.5,3,5,3,Progressive,1,2.5,5,9,0,126,2Fav,,N J Henderson,Oliver Stammers,3,76,"led, shaken over 2f out, ridden and headed just over 1f out, no impression on winner inside final furlong, kept on",145/6-31,7,D C,45294,3,1,7,60
44582108,Newcastle,44582,0.666666667,Play 4 To Score At Betway Handicap,,4,4YO plus,3,1m 4f 98y,2738,Standard / Slow (AW - Tapeta),85,2m 47.03s,167.03,16.39226486,16.39,1,1,0,0,0,2,Resumption,5,0.444444444,4,9,4,130,Fav,,W J Haggas,Tom Marquand,,80,"tracked leader, challenged going well 2f out, led just over 1f out, nudged out, easily",73224-1,19,CD,45606,0.909090909,1,19,60
44582118,Southwell,44582,0.569444444,MansionBet Beaten By A Head Handicap (Div 1),,6,4YO plus,12,1m 13y,1773,Standard / Slow (AW),55,1m 44.96s,104.96,16.89214939,16.88,3,3,0.65,1,1.3,10,Stand Free,5,8.5,5,9,3,129,,h,S France,Hayley Turner,,51,"close up, ridden to lead over 1f out, headed inside final furlong, lost 2nd close home",88474-1,17,D,45296,5,1,17,38
44582114,Newcastle,44582,0.791666667,Betway Apprentice Handicap,,4,4YO plus,8,6f,1320,Standard / Slow (AW - Tapeta),85,1m 15.75s,75.75,17.42574257,17.43,1,1,0,0,0,6,Tommy Taylor (USA),4,5.5,8,8,6,118,,,Grant Tuer,Christian Howarth,3,71,"chased leaders, headway over 1f out, switched left went 2nd and strong run inside final furlong, joined leader to force dead heat post",86063-1,17,CD,45295,4,1,17,60
44582118,Southwell,44582,0.569444444,MansionBet Beaten By A Head Handicap (Div 1),,6,4YO plus,12,1m 13y,1773,Standard / Slow (AW),55,1m 44.96s,104.96,16.89214939,16.68,7,7,9.85,10,19.7,9,Trevie Fountain,9,4.5,5,9,4,130,J2Fav,b,Mrs R Carr,Hollie Doyle,,52,"in rear, pushed along and headway over 1f out, no impression final furlong",3350-21,8,,45295,4,1,8,38
44583119,Lingfield,44583,0.628472222,Betway Novice Stakes (GBB Race),,4,3YO plus,5,6f 1y,1321,Standard (AW - Polytrack),,1m 12.89s,72.89,18.12319934,18.1,2,2,0.75,1,1.5,1,Al Ameen,4,2.5,3,9,5,131,2Fav,,George Boughey,Callum Shepherd,,,"dwelt, close up in rear, pushed along and headway entering final furlong, ridden to lead briefly inside final furlong, stayed on",45297,21,,45292,1,1,21,63
44583123,Taunton,44583,0.564583333,BioWaveGo 100% Drug Free Pain Relief Handicap Hurdle,h,4,4YO plus,12,2m 104y,3624,Good to Soft (Good in places),115,4m 10.71s,250.71,14.45494795,14.45,1,1,0,0,0,5,Amelias Dance,,4,7,11,2,156,,h,Robert Walford,Tabitha Worsley,3,108,"close up, led 3 out going well, pushed out after last, readily",133531,12,CD,45331,4.5,1,12,28
44583129,Wolverhampton,44583,0.6875,MansionBet Beaten By A Head Handicap,,6,4YO plus,10,7f 36y,1576,Standard (AW - Tapeta),60,1m 27.54s,87.54,18.00319854,17.97,4,4,1.15,1,2.3,4,Are You Able,1,12,5,9,7,133,,v,P D Evans,A Kirby,,60,"pushed along early and chased leaders, ridden over 2f out, ran on same pace from over 1f out",56780-1,16,D,45298,7,1,16,51
44583118,Lingfield,44583,0.604166667,Play Coral Racing-Super-Series For Free Handicap,,4,3YO only,10,6f 1y,1321,Standard (AW - Polytrack),80,1m 11.15s,71.15,18.566409,18.55,4,4,0.37,0,0.74,10,Bonita B,9,18,3,8,6,118,,p,M R Channon,George Bass,5,67,"close up, headway between horses entering final furlong, soon every chance, ran on",32048-1,8,,45301,10,1,8,63
44583115,Lingfield,44583,0.53125,Read Katie Walsh On Betway Insider Handicap,,4,4YO plus,10,1m 2f,2200,Standard (AW - Polytrack),85,2m 6.01s,126.01,17.45893183,17.43,4,4,1.6,2,3.2,5,Daheer (USA),1,8.5,5,9,7,133,,,Mark Loughnane,David Probert,,82,"in touch, pushed along 2f out, ridden and headway inside final furlong, stayed on one pace",40752-1,15,,45331,4.5,1,15,63
44583117,Lingfield,44583,0.579861111,MansionBet Proud Partners Of The AWC Handicap,,3,4YO plus,10,1m 1y,1761,Standard (AW - Polytrack),95,1m 35.08s,95.08,18.52124527,18.52,2,2,0.2,0,0.4,1,Diderot,4,2,4,9,7,133,Fav,h,James Ferguson,Daniel Muscutt,,94,"held up, ridden and headway entering final furlong, ran on, not reach winner",3/170-1,7,D,45391,2.25,1,7,63
44583137,Navan (IRE),44583,0.5,Dunmoe Rated Novice Hurdle,h,,4YO plus,7,2m,3520,Yielding,,4m 0.90s,240.9,14.61187215,14.38,6,6,29.2,29,58.4,7,Ebasari,,4.5,4,10,12,152,,t,G Elliott,J W Kennedy,,,"tracked leaders, dropped to rear at 4th, pushed along briefly at 7th, ridden in 6th 3 out, no impression",/1,14,D,45393,2.75,1,14,59
44583112,Haydock,44583,0.631944444,Stuart Whittle's 40th Birthday Handicap Hurdle,h,3,4YO plus,8,3m 58y,5338,Soft,140,6m 27.44s,387.44,13.77761718,13.65,7,7,28,28,56,9,Foillan,,5,7,10,7,147,,,Dr R D P Newland,Charlie Hammond,,117,"midfield, not fluent 6th, headway to chase leaders 4 out, ridden approaching 3 out, weakened next",452151,15,D,45331,4.5,1,15,34
44583126,Taunton,44583,0.635416667,BioWaveGo Portman Cup Chase (GBB Race),c,2,5YO plus,5,3m 4f 85y,6245,Good to Soft (Good in places),,7m 27.03s,447.03,13.96997964,13.95,2,2,3.75,4,7.5,4,Full Back (FR),,3,7,11,2,156,2Fav,,G L Moore,N F Houlihan,,139,"tracked leader close up, not fluent 12th, pushed along after 4 out, not fluent 3 out, held by winner from 2 out, ridden and stayed on one pace",1P2-781,21,,45331,4.5,1,21,28
44583105,Ascot,44583,0.621527778,bet365 Handicap Chase (GBB Race),c,2,5YO plus,7,2m 5f 8y,4628,Soft (Good to Soft in places),,5m 34.11s,334.11,13.85172548,13.8,9,9,,9,18,4,Killer Clown,,8.5,8,10,9,149,,t,Miss E C Lavelle,Thomas Bellamy,,142,"raced wide tracking leaders, lost 3rd at 10th, rallied 10th, weakened 13th, tailed off and pulled up before 2 out",123-661,14,D,45297,6,1,14,6
44583120,Lingfield,44583,0.652777778,Coral Winter Oaks Fillies' Handicap,,2,4YO plus,14,1m 2f,2200,Standard (AW - Polytrack),100,2m 2.14s,122.14,18.01211724,18.01,1,1,0,0,0,10,Lower Street,13,10,4,8,9,121,,,D M Simcock,M Dwyer,,82,"held up in rear, waiting for room over 1f out, quickened and headway entering final furlong, soon led, pushed out, ran on",42113-1,6,,45301,10,1,6,63
44583121,Lingfield,44583,0.673611111,MansionBet Beaten By A Head Handicap,,4,4YO plus,9,7f 1y,1541,Standard (AW - Polytrack),80,1m 24.14s,84.14,18.31471357,18.28,5,5,1.15,1,2.3,8,Nefarious,2,5,6,9,0,126,,,S Dow,Jack Mitchell,,71,"in touch, ridden and headway on inner entering final 2f, stayed on one pace",60954-1,8,CD,45296,5,1,8,63
44583133,Wolverhampton,44583,0.770833333,Betway Handicap,,5,4YO plus,11,1m 1f 104y,2084,Standard (AW - Tapeta),75,1m 58.15s,118.15,17.63859501,17.64,1,1,0,0,0,3,Old Port,3,0.727272727,4,9,8,134,Fav,,P D Evans,A Kirby,,74,"held up towards rear, wide and headway entering final 2f out, led approaching final furlong, pushed clear, comfortable",533-1,12,C,45393,2.75,1,12,51
44583121,Lingfield,44583,0.673611111,MansionBet Beaten By A Head Handicap,,4,4YO plus,9,7f 1y,1541,Standard (AW - Polytrack),80,1m 24.14s,84.14,18.31471357,18.29,4,4,1,1,2,7,Radetsky (USA),9,2,5,9,3,129,Fav,,Jane Chapple-Hyam,Hollie Doyle,,74,"quickly away, led, pushed along and edged right of the rail 2f out, ridden and headed inside final furlong, no extra",60880-1,14,CD,45295,4,1,14,63
44583110,Haydock,44583,0.583333333,'The New One' Unibet Hurdle (Grade 2) (Registered As The Champion Hurdle Trial Race),h,1,4YO plus,6,1m 7f 144y,3444,Soft,,3m 52.20s,232.2,14.83204134,14.83,1,1,0,0,0,6,Tommys Oscar,,0.571428571,7,11,4,158,Fav,,Mrs A Hamilton,Danny McMenamin,,156,"held up, headway to track leaders 3 out, forged into lead travelling well approaching last, kept on well flat, readily",3-23111,21,D C,45447,0.666666667,1,21,34
44583132,Wolverhampton,44583,0.75,Coral Proud To Support British Racing Handicap,,6,3YO only,9,1m 4f 51y,2691,Standard (AW - Tapeta),60,2m 42.58s,162.58,16.5518514,16.52,4,4,2,2,4,1,Vaxholm,2,2.5,3,9,1,127,Fav,,J S Moore,Christian Howarth,7,61,"keen in touch, pushed along over 1f out, kept on towards finish, not pace to challenge",31125-1,19,C,45391,2.25,1,19,51
44584107,Lingfield,44584,0.672222222,Winter Million Novices' Handicap Hurdle (GBB Race),h,3,4YO plus,7,2m 3f 110y,4290,Heavy (Soft in places),125,5m 11.35s,311.35,13.77870564,13.73,9,9,,9,18,8,Global Agreement,,3.5,5,10,4,144,,,M F Harris,Harry Reed,,102,"chased leaders on inside, pushed along before 3 out, plugging on when fell 2 out",439121,16,C,45298,7,1,16,63
44584106,Lingfield,44584,0.649305556,racehorselotto.com Surrey National Handicap Chase,c,3,5YO plus,15,3m 4f 178y,6338,Heavy (Soft in places),135,7m 51.45s,471.45,13.44363135,13.41,9,9,,9,18,9,Go Whatever,,3.5,8,10,11,151,Fav,v,C Gordon,Tom Cannon,,120,"chased leaders, pushed along after 4 out, ridden before omitted 3 out, weakened and pulled up before the last",3/49-P31,21,D,45296,5,1,21,63
44584112,Warwick,44584,0.642361111,Start Your RacingTV Free Trial Now Handicap Chase,c,4,5YO plus,11,3m 1f 100y,5600,Good to Soft,115,6m 40.10s,400.1,13.99650087,13.95,9,9,,9,18,8,Goodnight Charlie,,7.5,12,10,11,151,,,Miss C Fryer,Bridget Andrews,,100,"led until 2nd, led 4th, headed 13th, weakened 15th, pulled up before 2 out",22P3-P1,22,D C,45298,7,1,22,41
44584117,Thurles (IRE),44584,0.611111111,Coolmore N.H. Sires Mogul Irish EBF Mares Novice Chase (Grade 2),c,1,5YO plus,7,2m 4f 63y,4463,Good to Yielding (Good in places),,5m 11.80s,311.8,14.3136626,14.31,2,2,0.5,1,1,4,Jeremys Flame,,2.5,8,11,2,156,2Fav,h,G P Cromwell,L P Dempsey,,135,"tracked leaders, 3rd halfway, headway to dispute lead after 2 out, pushed along and led approaching last, ridden and headed run-in, kept on well under pressure",3P-2321,21,,45327,2.5,1,21,81
44585105,Kempton,44585,0.635416667,Unibet 3 Uniboosts A Day Conditions Stakes (AW Championships Fast-Track Qualifier) (GBB Race),,2,3YO only,7,6f,1320,Standard / Slow (AW - Polytrack),,1m 12.47s,72.47,18.21443356,18.12,2,2,2.75,3,5.5,1,Annaf,7,8.5,3,9,2,128,,,M Appleby,Theodore Ladd,,,"chased leaders out wide, pushed along and slightly outpaced halfway, ridden and unable to quicken inside final 2f, rallied over 1f out, went 2nd and kept on inside final furlong, no chance winner",1,18,D,45305,14,1,18,27
44585113,Southwell,44585,0.645833333,MansionBet Beaten By A Head Classified Stakes,,6,4YO plus,10,7f 14y,1554,Standard / Slow (AW - Tapeta),50,1m 30.70s,90.7,17.13340684,17.13,1,1,0,0,0,2,Atrafan,10,2.75,8,9,6,132,Fav,p,A D Brown,D Swift,,50,"raced wide, pushed along to lead 2f out, ridden and pressed inside final furlong, driven out gamely",8007-11,3,,45393,2.75,1,3,38
44585114,Southwell,44585,0.666666667,Coral Proud To Support British Racing Novice Stakes (GBB Race),,5,3YO only,9,6f 16y,1336,Standard / Slow (AW - Tapeta),,1m 16.97s,76.97,17.35741198,17.2,5,5,5.45,5,10.9,2,Bare Necessity,8,5,3,9,4,130,,b,C G Cox,J P Fahy,,,"soon led, pushed along and headed over 1f out, weakened inside final furlong",45295,14,D,45327,2.5,1,14,38
44585106,Kempton,44585,0.65625,racingtv.com Handicap,,6,4YO plus,13,1m,1760,Standard / Slow (AW - Polytrack),52,1m 40.13s,100.13,17.57714971,17.07,12,12,22.47,22,44.94,8,Broughtons Compass,9,7.5,5,8,13,125,,v,G L Moore,Rhys Clutterbuck,3,47,"wide home turn, always towards rear",982748,19,CD,45299,8,1,19,27
44585103,Kempton,44585,0.59375,Unibet Extra Place Offers Every Day Handicap,,5,4YO plus,12,7f,1540,Standard / Slow (AW - Polytrack),70,1m 25.98s,85.98,17.91114213,17.86,2,2,2,2,4,7,Covert Mission (FR),9,2.5,4,9,2,128,JFav,t,Kevin Philippart De Foy,David Probert,,65,"raced keenly, pressed leader, challenged 2f out, ridden to lead over 1f out, headed and not pace of winner entering final furlong, kept on for clear 2nd",22845-1,19,CD,45327,2.5,1,19,27
44585118,Wolverhampton,44585,0.75,Watch Racing Free Online At Coral Handicap,,4,3YO only,5,7f 36y,1576,Standard (AW - Tapeta),80,1m 29.51s,89.51,17.60697129,17.43,4,4,6.95,7,13.9,5,Essencial,3,1.5,3,8,13,125,Fav,t,M Botti,D E Hogan,,69,"close up in rear, ridden approaching final furlong, no impression",655-1,10,D,45519,1.875,1,10,51
44585101,Kempton,44585,0.552083333,Unibet Horserace Betting Operator Of The Year Handicap,,6,3YO only,11,6f,1320,Standard / Slow (AW - Polytrack),65,1m 13.74s,73.74,17.9007323,17.9,1,1,0,0,0,10,Exceling,1,2.75,3,9,3,129,2Fav,,R Hannon,Rossa Ryan,,61,"chased leaders on inside avoiding all the trouble over 5f out, switched out and pushed along over 2f out, went 2nd inside final 2f, ridden to lead inside final furlong, all out",0316-21,12,CD,45327,2.5,1,12,27
44585111,Southwell,44585,0.604166667,Play 4 To Win At Betway Handicap,,6,4YO plus,12,1m 3f 23y,2443,Standard / Slow (AW - Tapeta),65,2m 28.94s,148.94,16.40257822,16.32,6,6,5.5,6,11,10,Kingson,7,2.5,6,9,2,128,Fav,,R A Fahey,Billy Garritty,3,60,"held up, headway 3f out, ridden and weakened inside final furlong",31208-1,18,,45361,3.333333333,1,18,38
44585107,Kempton,44585,0.680555556,Unibet New Instant Roulette Handicap,,6,4YO plus,12,1m 3f 219y,2639,Standard / Slow (AW - Polytrack),55,2m 36.38s,156.38,16.87555953,16.65,11,11,15.9,16,31.8,1,Liva,9,6.5,7,9,11,137,,t,S Lycett,Josephine Gordon,,57,"off the pace in mid-division, ridden and weakened final 3f",12746-1,12,CD,45329,3.5,1,12,27
